import_type,topic_number,topic_name,question_number,position,statement,option_a,option_b,option_c,option_d,correct_option,source_name
TOPIC,3,Tema 3,47,47,El poder legislativo ne regula en el Título III de la Constitución bajo la rúbrica:,Del poder legislativo.,De las Cámaras.,De las Cortes Generales.,Del Congreso y del senado.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,48,48,Según el artículo 67 de la Constitución española:,No se puede ser miembro de Les Corts y Diputado del Congreso.,Si se puede ser miembro de Les Corts y Diputado del Congreso.,Si se puede ser miembro del Congreso y del Senado.,No puede ser miembro del Congreso y magistrado del Tribunal Constitucional.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,49,49,Constitución Española. La prestación del consentimiento del Estado para obligarse por medio de tratados o convenios requerirá la previa autorización:,Del Gobierno.,De las Cortes Generales.,Del Rey.,Del Congreso.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,50,50,Son leyes orgánicas:,Las relativas al desarrollo de los derechos fundamentales y de las libertades públicas.,Las que aprueban los Estatutos de Autonomía.,Las que aprueban el régimen electoral general y las demás previstas en la constitución.,Todas las citadas.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,51,51,"Para establecer tratados de carácter militar será preceptivo la autorización de las Cortes Generales, según el artículo de la Constitución Española:",94 Punto 1 Apartado b.,94 Punto 1 Apartado d.,94 Punto 2 Apartado b.,94 Punto 1 Apartado c.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,52,52,"Los recursos del Fondo de Compensación Interterritorial son distribuidos entre las Comunidades Autónomas y provincias, en su caso:",Por las Cortes Generales.,Por el Tribunal de Cuentas.,Proporcionalmente a su población de derecho.,De común acuerdo.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,53,53,"Extinguidas todas las líneas llamadas en Derecho, proveerá a la sucesión en la Corona en la forma que más convenga a los intereses de España:",El Congreso de los Diputados.,El Senado.,El Presidente del Gobierno.,Las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,54,54,En cada Cámara habrá una Diputación Permanente compuesta por un mínimo de:,11 miembros.,21 miembros.,31 miembros.,Ninguna de las tres es correcta.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,55,55,Las sentencias del Tribunal Constitucional han de publicarse en el:,Diario Oficial de las Cortes Generales.,Boletín Oficial del Estado.,Periódico de mayor circulación de la capital de España.,Tablón de Anuncios del propio Tribunal.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,56,56,"Según la Constitución, la reforma de los Estatutos de autonomía se ajustará al procedimiento establecido en los mismos y requerirá, en todo caso, la aprobación:",Del Congreso de los Diputados.,Del Gobierno y del Congreso de los Diputados.,De la Cortes Generales.,Del Gobierno preautonómico y del Congreso.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,57,57,Quién puede formular preguntas parlamentarias a los Ministros de Interior y Defensa:,Cualquier Diputado o Senador.,Sólo les pueden hacer preguntas parlamentarias los portavoces de los grupos políticos.,Sólo los diputados pueden formular preguntas a los Ministros.,Estos ministros están exentos de contestar preguntas parlamentaria.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,58,58,La ley que regula el régimen electoral español es:,"Ley Orgánica 5/85, de 19 de junio, del Régimen Electoral General.","Ley de Bases 5/85, de 19 de junio, del Régimen Electoral General.","Ley Orgánica 7/85, de 2 de abril, del Régimen Electoral General.","Ley de Bases 7/85, de 2 de abril, del Régimen Local.",A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,59,59,El número mínimo de Diputados previstos para el Congreso es de (art. 68 de la Constitución española):,250.,300.,350.,500.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,60,60,"Conforme dispone el artículo 87.2 de la Constitución Española, las Asambleas de las Comunidades Autónomas:",Podrán solicitar del Gobierno la adopción de una proposición de ley.,Podrán solicitar del Gobierno la adopción de un proyecto de ley.,Podrán solicitar a la Mesa del Congreso una proposición de ley.,Todas son correctas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,61,61,Las Cortes Generales representan al pueblo español y están formadas por:,El Congreso de los Diputados y el Senado.,Las cortes autonómicas.,El presidente del gobierno y el jefe del estado.,Ninguna de las anteriores es correcta.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,62,62,El nombramiento por parte del Rey del Presidente del Gobierno será refrendado por:,El Presidente de las Cortes Generales.,El Presidente del Congreso de los Diputados.,Por el Presidente del Senado.,Por el Jefe de la Casa del Rey.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,63,63,Las Cortes Generales. Cuál de las siguientes afirmaciones NO es cierta:,Están integradas por el Congreso de los Diputados y el Senado.,El Congreso está compuesto por un mínimo de 300 diputados y un máximo de 400.,El Congreso de los Diputados es el órgano que aprueba la leyes del Estado Español.,Los diputados del Congreso se eligen por sufragio universal con la provincia como circunscripción.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,64,64,Según el artículo 68 de la Constitución Española:,"En cada provincia se elegirán cuatro Senadores por sufragio universal, libre, igual, directo y secreto por los votantes de cada una de ellas, en los términos que señala una ley orgánica.",Las elecciones tendrán lugar entre los treinta días y sesenta días desde la terminación del mandato. El Congreso electo deberá ser convocado dentro de los veinticinco días siguientes a la celebración de las elecciones.,El Senado es elegido por cuatro años. El mandato de los Senadores termina cuatro años después de su elección o el día de la disolución de la Cámara.,Los Diputados y Senadores gozarán de inviolabilidad por las opiniones manifestadas en el ejercicio de sus funciones.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,65,65,El Tribunal de Cuentas depende:,Del Gobierno.,De las Cortes Generales.,Del Ministerio de Economía y Hacienda.,De la Intervención General del Estado.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,66,66,"El Título III de la Constitución, bajo el epígrafe de las Cortes Generales, queda compuesto de la siguiente manera:",Tres Capítulos y 29 artículos.,Tres Capítulos y 30 artículos.,Tres Capítulos y 31 artículos.,Tres Capítulos y 32 artículos.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,67,67,"La alteración de un límite provincial, ha de ser aprobada por las Cortes Generales:","Sí, es absolutamente necesario, además mediante ley orgánica.","La alteración de los límites provinciales exige el consenso de su órganos de gobierno, ratificación ante el Senado y ley orgánica.","La alteración de los límites provinciales ha de ser propuesta, previo consenso de sus órganos de gobierno, ante el Senado, el cual se pronunciará al respecto en un plazo no superior a 6 meses, elevando la cuestión al Congreso para ratificación.",Ninguna respuesta anterior es correcta.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,68,68,"Según el artículo 81 de la Constitución Española, son leyes orgánicas:",Las relativas a derechos y deberes de los ciudadanos.,Las que aprueban los Estatutos de Autonomía.,Aquellas que desarrollan el régimen electoral general y el de las comunidades autónomas.,Todas las respuestas son correctas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,69,69,"Según la Constitución de 1978, el Congreso, se compone:",De 350 Diputados.,De 400 Diputados.,De un mínimo de 300 y un máximo de 400 Diputados.,De un mínimo de 350 y un máximo de 400 Diputados.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,70,70,Qué Tribunal es competente en una causa penal que se siga contra un Diputado:,La Sala II de la Audiencia Nacional.,La Sala I del Tribunal Supremo.,La Sala II del Tribunal Supremo.,La Sala I del Tribunal Constitucional.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,71,71,No puede solicitar la celebración de una sesión extraordinaria de las Cortes Generales el/la:,Mayoría absoluta de sus miembros.,Diputación Permanente de ellas.,Mesa de cada Cámara.,Gobierno.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,72,72,"Las Cortes Generales, conforme a lo provisto en el artículo 66.2 de la C.E:","Ejercen la potestad legislativa del Estado, aprueban sus Presupuestos, controlan la acción del Gobierno y tienen las demás competencias que les atribuya la Constitución.","Ejercen la potestad legislativa y reglamentaria del Estado, controlan la acción del Gobierno y la representación internacional del Estado.","Ejercen la potestad legislativa, reglamentaria y representativa del Estado, controlando la acción del Gobierno.",Únicamente ejercen la potestad legislativa del Estado.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,73,73,El Congreso se compone de un número de Diputados entre:,300-500.,250-500.,300-400.,500-750.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,74,74,Según la Constitución Española en la ciudad de Ceuta se elegirán:,2 senadores y 2 diputados.,1 senador 2 diputados.,2 senadores y 1 diputado.,Los representantes que determinen las normas electorales.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,75,75,Qué órgano se configura como la institución suprema del Estado:,La Corona.,El Consejo General del Poder Judicial.,El Consejo de Ministros.,Las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,76,76,"Según el artículo 82.1 de la Constitución Española, las Cortes Generales podrán delegar en el Gobierno la potestad de dictar normas con rango de ley sobre materias determinadas, excepto:",Aquellas que deban ser aprobadas por el Senado.,Aquellas que deban ser aprobadas mediante Ley Orgánica.,Que esté declarado el estado de excepción o de sitio.,Todas son correctas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,77,77,Cuánto tiempo dura el mandato de los Diputados:,Tres años.,Dos años.,Cuatro años.,Seis años.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,78,78,"Según la Constitución Española de 1978, el defensor del pueblo podrá supervisar la actividad de la Administración, dando cuenta:",AI Rey.,Al Gobierno en pleno.,AI Presidente del Tribunal Constitucional.,A las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,79,79,Quiénes tienen iniciativa legislativa según el art. 87 de la CE:,"El Gobierno, para adoptar proyectos de Ley, y el Congreso y el Senado, para adoptar proposiciones de Ley.","Las Asambleas de las Comunidades Autónomas, que podrán solicitar del Gobierno la adopción de un proyecto de ley o remitir a la Mesa del Congreso una proposición de ley.","Al menos 500.000 ciudadanos con firmas acreditadas, en la forma que prevea una Ley Orgánica, en los términos previstos en la CE.",Todas las respuestas son correctas.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,80,80,La inviolabilidad parlamentaria es una prerrogativa que se extiende:,Solamente a los diputados.,Solamente a los diputados y senadores.,"A diputados, senadores y demás parlamentarios, por ejemplo los autonómicos.","A diputados, senadores, parlamentarios autonómicos y ayudante y colaboradores de los mismos.",C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,81,81,Señala la respuesta correcta. Sobre qué materias podrán delegar las Cortes Generales en el Gobierno la potestad de dictar normas con rango de ley:,Sobre materias determinadas no incluidas en el artículo 81 de la Constitución.,Sobre el desarrollo de derechos fundamentales.,Sobre leyes orgánicas.,Sobre el desarrollo de libertades públicas.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,82,82,El Senado también es conocido como:,Cámara baja.,Cámara de representación territorial.,Cámara de representación general.,Cámara de los Senadores.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,83,83,Las Cortes Generales ejercen:,La Potestad legislativa del Estado.,La Potestad reglamentaria.,La Potestad jurisdiccional.,Ninguna es correcta.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,84,84,En qué título de la constitución regula las CORTES GENERALES:,"En el título III de la Constitución Española, bajo la rúbrica de las Cortes Generales.","En el título II de la Constitución Española, bajo la rúbrica de las Cortes Generales.","En el título I de la Constitución Española, bajo la rúbrica de las Cortes Generales.",Las cortes generales no están reguladas en el texto constitucional.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,85,85,Una ley ordinaria precisa de:,"Su aprobación por las Cortes Generales en pleno o por comisiones, de acuerdo con los artículos 79 a 90 de la Constitución Española y por mayoría simple.","Su aprobación por de las Cortes Generales en pleno o por comisiones, de acuerdo con los artículos 87 a 90 y 79 de la Constitución Española, por mayoría simple.","Su aprobación por las Cortes Generales en pleno o por comisiones, de acuerdo con los artículos 87 a 90 y 79 de la Constitución Española, por mayoría absoluta.","Exige el pleno de ambas Cámaras y la mayoría absoluta del Congreso de los Diputados, en una votación y en el Senado, sólo sería necesaria la mayoría simple.",B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,86,86,"Aprobados y promulgado los decretos un Decreto-ley, éste deberá ser sometido a debate y votación de totalidad al Congreso de los Diputados, convocado al efecto si no estuviere reunido, en el plazo de:",Los veinte días siguientes a su promulgación.,Los treinta días siguientes a su promulgación.,Un mes siguiente a su promulgación.,Los quince días siguientes a su promulgación.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,87,87,"Las leyes orgánicas requieren para su aprobación un determinado quórum del Congreso de los Diputados, que es :",Mayoría absoluta de los miembros presentes.,Mayoría absoluta del número legal de miembros.,Mayoría simple del número de miembros de derecho.,"Dos tercios del número de hecha y, en todo caso, mayoría absoluta del número legal de miembros.",B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,88,88,Señala la respuesta incorrecta. El artículo 66 de la Constitución Española establece que:,Las Cortes Generales representan al pueblo español y están formadas por el Congreso de los Diputados y el Senado.,Las Cortes Generales aprueban las Leyes y demás normas fundamentales del Estado.,"Las Cortes Generales ejercen la potestad legislativa del Estado, aprueban sus Presupuestos, controlan la acción del Gobierno y tienen las demás competencias que les atribuya la Constitución.",Las Cortes Generales son inviolables.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,89,89,Qué función de las Cortes Generales enumera la Constitución en primer lugar:,El control de la acción legislativa.,La función presupuestaria.,El ejercicio de la potestad legislativa.,La relacionada con la reforma constitucional.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,90,90,El candidato a Presidente del Gobierno es propuesto por el Rey ante:,El Congreso de los Diputados.,El Senado.,Las Cortes Generales.,El nuevo Gobierno electo.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,91,91,"Según el Artículo 67.2 de la Constitución, los miembros de las Cortes Generales:",Estarán ligadas por mandato imperativo durante el ejercicio de sus cargos.,Estarán ligadas por mandato imperativo y representativo.,No estarán ligadas por mandato imperativo.,No estarán ligadas por mandato irretroactivo.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,92,92,El proyecto de Estatuto será elaborado por una Asamblea compuesta por:,Los miembros de la Junta u órgano interinsular de las provincias afectadas.,Los Alcaldes y Concejales de los Municipios afectados.,Por los Diputados o Senadores elegidos en ellas y será elevado a las Cortes Generales para su tramitación como Ley.,Todas las respuestas anteriores son ciertas.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,93,93,Señala cuál de las siguientes afirmaciones es incorrecta:,"Las Cortes Generales ejercen la potestad legislativa del Estado, aprueban sus Presupuestos, dirigen la acción del Gobierno y tienen las demás competencias que les atribuya la Constitución.",Las Cortes Generales son inviolables.,"Nadie podrá ser miembro de las dos Cámaras simultáneamente, ni acumular el acta de una Asamblea de Comunidad Autónoma con la de Diputado al Congreso.",Los miembros de las Cortes Generales no estarán ligados por mandato imperativo.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,94,94,La composición del congreso de los diputados será en cuanto al número:,"De un mínimo de 300 y un máximo de 400 diputados según artículo 68.1, siendo el número actual de 350.","De un mínimo de 350 y un máximo de 400, siendo actualmente de 400 diputados según el artículo 69 del texto constitucional.",El texto constitucional no establece mínimos en cuanto al número de diputados.,"De un mínimo de 350 y un máximo de 400 diputados, siendo en la actualidad 350 diputados.",A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,95,95,Para formar grupo parlamentario en el Senado serán necesarios:,Quince Senadores.,Diez Senadores.,Veinticinco Senadores.,Veinte Senadores.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,96,96,"De conformidad con el artículo 91 de la Constitución Española, el Rey sancionará las leyes aprobadas por las Cortes Generales, en el plazo de:",Quince días.,Treinta días.,Un mes.,Tres meses.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,97,97,"Respecto al Senado, la Constitución no establece que:",En cada provincia se elegirán cuatro Senadores.,A Palma de Mallorca le corresponde elegir tres Senadores.,A Gran Canaria le corresponde elegir tres Senadores.,Todas son correctas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,98,98,"De acuerdo con la Constitución, son leyes orgánicas:",Las relativa al desarrollo de los derechos fundamentales y libertades públicas.,Las que aprueban los Estatutos de Autonomía y el régimen electoral general y las demás previstas en la Constitución.,Ambas son correctas.,Ambas son incorrectas.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,99,99,El estado de alarma será declarado dando cuenta:,Al Rey.,A las Cortes Generales.,Al Congreso de los Diputados.,Al Consejo de Ministros.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,100,100,"De acuerdo con el artículo 69.4 de la Constitución Española, las poblaciones de Ceuta y Melilla elegirán cada una de ellas:","1 senador Ceuta y otro Melilla, total dos senadores.",2 senadores cada una de ellas.,"Ceuta y Melilla eligen diputados, pero no senadores.","Las ciudades autónomas no eligen ni diputados, ni senadores.",B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,101,101,Los Reglamentos de las Cámaras Congreso de los Diputados y Senado son:,Actos administrativos de carácter reglamentario subyugados a la Ley Orgánica del Tribunal Constitucional.,Normas con carácter de Ley aprobadas por el Gobierno y conforme al Estatuto de las Cámaras.,Normas con carácter de Ley.,"Actos administrativos sometidos únicamente al control de la Mesa del Congreso, de conformidad con lo establecido en la Ley Orgánica 2/1979.",C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,102,102,"En las causas contra Diputados y Senadores será competente la Sala de lo Penal del Tribunal supremo, según qué artículo de la Constitución Española:",Art 72 punto 3.,Art 71 punto 3.,Art 71 punto 2.,Art 71 punto 1.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,103,103,"De acuerdo con el artículo 70 de la Constitución Española, resultan inelegibles como diputados y senadores:",Los presidentes de las reales academias y quienes ejerzan altos patronazgos de Instituciones reales.,Los miembros de las cámaras legislativas autonómicas.,Los miembros de las juntas electorales.,Los militares.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,104,104,"Respecto a las prerrogativas y prohibiciones de los Senadores y Diputados según la Constitución Española, no es cierto que:",Los Diputados y Senadores gozarán de Inviolabilidad por las opiniones manifestadas en el ejercicio de sus funciones.,Durante el periodo de su mandato los Diputados y Senadores gozarán de Inmunidad y sólo podrán ser detenidos en caso de flagrante delito.,No podrán ser imputados ni procesados sin la previa autorización de la Cámar respectiva.,Todas son ciertas.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,105,105,"Según la Constitución Española de 1978, si no hubiera ninguna persona a quien corresponda la regencia, ésta será nombrada por:","Las Cortes Generales, y se compondrá por una, dos o tres personas.",Las Cortes Generales y el Gobierno.,"Las Cortes Generales y se compondrá por una, tres o cinco personas.","Las Cortes Generales y el Gobierno, y se compondrá de una, tres o cinco personas.",C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,106,106,"Complete la frase, la Constitución Española establece en su _________ que El Rey sancionará en el plazo de _________________ las leyes aprobadas por las Cortes Generales, y las promulgará y ordenará su inmediata publicación:",Artículo 92 / Quince días hábiles.,Artículo 91 / Veinte días hábiles.,Artículo 91 / Quince días.,Ninguna es correcta.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,107,107,Ante quién debe rendir cuentas el Defensor del Pueblo:,Ante el Gobierno y la Administración.,Ante las Cortes Generales.,Ante el Congreso de los Diputados.,Ante los Tribunales y el Congreso de los Diputados.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,108,108,"La solemne sesión de apertura de la legislatura en el Congreso de los Diputados, tendrá lugar:",En el plazo máximo de 20 días desde la celebración de las elecciones.,En el plazo máximo de un mes desde la celebración de las elecciones.,Dentro del plazo de los quince días siguientes a la celebración de la sesión constitutiva.,Dentro del plazo máximo de 20 días desde la celebración de las elecciones.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,109,109,Conforme a lo previsto en el artículo 6 del Reglamento del Congreso de los Diputados:,Los Diputados tendrán el derecho y el deber de asistir con voto a las sesiones del Pleno del Congreso.,Los Diputados tendrán el derecho y el deber de asistir con voto a las sesiones de las Comisiones de que formen parte.,Los Diputados tendrán el deber de asistir a las sesiones de las Comisiones de que formen parte.,"Los Diputados podrán asistir, sin voto, a las sesiones de las Comisiones de que no formen parte.",D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,110,110,Quién debe reconocer la imposibilidad del Rey para ejercer sus funciones:,El Gobierno.,El Congreso de los Diputados.,La Familia Real.,Las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,111,111,En las causas contra Diputados y Senadores será competente:,La Sala de lo Penal del Tribunal Superior de Justicia.,La Sala de lo Penal del Tribunal Supremo.,La Sala de lo Penal del Tribunal Constitucional.,Ninguna de las tres es correcta.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,112,112,Cuál de las siguientes funciones no está asignada a las Cortes Generales:,Reconocer la incapacidad del Rey en caso de que se produzca.,Autorizar los acuerdos de cooperación entre Comunidades Autónomas.,Otorgar autorización al Rey para declarar la guerra.,Nombrar al Presidente del Gobierno.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,113,113,"Según la Constitución los miembros de las Cortes Generales, están ligados por mandato imperativo:",No.,Sí.,Solamente si lo decide el Grupo Político al que pertenecen.,"Si, cuando afecta a derechos y libertades fundamentales.",A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,114,114,Podrán constituirse en Grupo Parlamentario:,"Los Diputados, en número no inferior a diez o los diputados de una o varias formaciones políticas que, aún sin reunir dicho mínimo, hubieren obtenido un número de escaños no inferior a cinco y, al menos, el quince por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el cinco por ciento de los emitidos en el conjunto de la Nación.","Los Diputados, en número no inferior a quince o los Diputados de una o varias formaciones políticas que, aún sin reunir dicho mínimo, hubieren obtenido un número de escaños no inferior a cinco y, al menos, el quince por ciento, de los votos votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el cinco por ciento de los emitidos en el conjunto de la Nación.","Los Diputados, en número no inferior a quince o los Diputados de una o varias formaciones políticas que, aún sin reunir dicho mínimo, hubieren obtenido un número de escaños no inferior a diez y, al menos, el quince por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el cinco por ciento de los emitidos en el conjunto de la Nación.","Los Diputados, en número no inferior a quince o los Diputados de una o varias formaciones políticas que, aún sin reunir dicho mínimo, hubieren obtenido un número de escaños no inferior a cinco y, al menos, el quince por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el diez por ciento de los emitidos en el conjunto de la Nación.",C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,115,115,Señala la respuesta correcta según el Reglamento del Congreso de Diputados:,"Los Diputados, en número no inferior a quince, podrán constituirse en Grupo Parlamentario. Podrán también constituirse en Grupo Parlamentario los Diputados de una o varias formaciones políticas que, aun sin reunir dicho mínimo, hubieren obtenido un número de escaños no inferior a cinco y, al menos, el cinco por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o los emitidos en el conjunto de la Nación.","Los Diputados, en número no inferior a quince, podrán constituirse en Grupo Parlamentario. Podrán también constituirse en Grupo Parlamentario los Diputados de una o varias formaciones políticas que, aun sin reunir dicho mínimo, hubieren obtenido un número de escaños no inferior a cinco y, al menos, el quince por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el cinco por ciento de los emitidos en el conjunto de la Nación.","Los Diputados, en número no inferior a quince, podrán constituirse en Grupo Parlamentario. Podrán también constituirse en Grupo Parlamentario los Diputados de una o varias formaciones políticas que, aun sin reunir dicho mínimo, hubieren obtenido un número de escaños superior a cinco y, al menos, el diez por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el cinco por ciento de los emitidos en el conjunto de la Nación.","Los Diputados, en número no inferior a quince, podrán constituirse en Grupo Parlamentario. Podrán también constituirse en Grupo Parlamentario los Diputados de una o varias formaciones políticas que, aun sin reunir dicho mínimo, hubieren obtenido un número de escaños superior a cinco y, al menos, el diez por ciento, de los votos correspondientes a las circunscripciones en que hubieren presentado candidatura o el siete por ciento de los emitidos en el conjunto de la Nación.",B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,116,116,Salvo en el caso de Ceuta y Melilla a cada circunscripción le corresponde una representación mínima inicial de:,Un Diputado.,Dos Diputados.,Tres Diputados.,Cuatro Diputados.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,117,117,"Según establece el artículo 66.2 de la CE, quién controla la acción del Gobierno:",El defensor del pueblo.,El Congreso de los Diputados.,El Senado.,Las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,118,118,No es una función de las Cortes Generales:,Designar al Defensor del Pueblo.,"El examen, enmienda y aprobación de los Presupuestos Generales del Estado .",El control sobre la Administración.,Todas las citadas son funciones de las Cortes Generales.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,119,119,Un acto legislativo de un parlamento puede ser objeto de un delito de prevaricación por parte de los diputados que lo firman:,"Si, si se dicta de forma arbitraria y a sabiendas de su injusticia.","Si, al tener los diputados competencia genérica para dictarlo.","No, ya que requeriría además que los diputados fuesen funcionarios.","No, al tratarse de un asunto legislativo y no administrativo.",D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,120,120,"Según el artículo 20 del Reglamento del Congreso de Diputados, regula que los derechos y prerrogativas serán efectivos desde el momento mismo en que el Diputado sea proclamado electo:","Sin embargo antes de celebrarse la primera sesión plenaria sin que el Diputado adquiera la condición de tal, conforme al apartado precedente, no tendrá derechos ni prerrogativas hasta que dicha adquisición se produzca.","Sin embargo celebrada la sesión constitutiva sin que el Diputado adquiera la condición de tal, conforme al apartado precedente, no tendrá derechos ni prerrogativas hasta que dicha adquisición se produzca.","Sin embargo celebradas dos sesiones plenarias sin que el Diputado adquiera la condición de tal, conforme al apartado precedente, no tendrá derechos ni prerrogativas hasta que dicha adquisición se produzca.","Sin embargo celebradas tres sesiones plenarias sin que el Diputado adquiera la condición de tal, conforme al apartado precedente, no tendrá derechos ni prerrogativas hasta que dicha adquisición se produzca.",D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,121,121,El poder legislativo se regula en el Título III de la Constitución bajo la rúbrica:,Del poder legislativo.,De las Cámaras.,De las Cortes Generales.,Del Congreso y del Senado.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,122,122,Qué miembros de las Cortes Generales conservan su condición de parlamentarios aún después de expirar su mandato:,Los Presidentes de ambas cámaras.,El mandato de todos los parlamentarios expira en el momento de disolverse las Cámaras o agotar la legislatura.,Los miembros de las Juntas de Portavoces.,Los miembros de las Diputaciones Permanentes.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,123,123,A quién corresponde apreciar la necesidad de elaborar una ley de armonización:,A las Cortes Generales por mayoría simple.,Al Gobierno de la Nación.,A las Cortes Generales por mayoría de dos tercios.,A las Cortes Generales por mayoría absoluta.,D,Preguntas de Examenes Agente - Tema 3
